,STATENAME,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,MAN_COLLNAME,HIT_RUN,TOW_VEH,GVWRNAME,V_CONFIGNAME,CARGO_BTNAME,HAZ_INV,ROLLOVERNAME,DEFORMEDNAME,VTRAFWAYNAME,VNUM_LANNAME,VSPD_LIMNAME,VALIGNNAME,VPROFILENAME,VSURCONDNAME,ROUTENAME,RUR_URBNAME,FUNC_SYSNAME,LGT_CONDNAME,WEATHERNAME,FATALS,DRUNK_DR,INJ_SEV,INJ_SEVNAME
12022,California,63220,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more","Truck More Than 10,000 lbs, Cannot Classify",Other,1,No Rollover,Minor Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Urban,Minor Arterial,Daylight,Clear,1,0,1,Possible Injury (C)
12102,California,63256,1,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Other,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Six lanes,65 MPH,Straight,Uphill,Dry,Interstate,Urban,Interstate,Dark - Not Lighted,Clear,1,1,0,No Apparent Injury (O)
12139,California,63276,3,5,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way, Not Divided",Five lanes,40 MPH,Straight,Level,Dry,Local Street - Municipality,Urban,Principal Arterial - Other,Daylight,Clear,2,0,0,No Apparent Injury (O)
12382,Colorado,80002,1,1,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Dump,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,75 MPH,Curve - Right,Uphill,Dry,State Highway,Urban,Principal Arterial - Other Freeways and Expressways,Daylight,Clear,1,0,4,Fatal Injury (K)
12394,Colorado,80008,2,2,2,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Three lanes,65 MPH,Straight,Downhill,Snow,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Snow,1,0,0,No Apparent Injury (O)
12395,Colorado,80008,2,2,2,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Three lanes,65 MPH,Straight,Downhill,Snow,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Snow,1,0,1,Possible Injury (C)
12452,Colorado,80033,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,2,No Rollover,Disabling Damage,"Two-Way, Not Divided",Three lanes,65 MPH,Straight,Downhill,Slush,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Blowing Snow,1,0,0,No Apparent Injury (O)
12652,Colorado,80124,2,2,2,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,65 MPH,Straight,Level,Wet,State Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
12653,Colorado,80124,2,2,2,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,65 MPH,Straight,Level,Wet,State Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
12938,Colorado,80234,2,2,1,Sideswipe - Opposite Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Auto Transporter,1,No Rollover,Minor Damage,"Two-Way, Not Divided",Two lanes,35 MPH,Straight,Level,Dry,County Road,Urban,Major Collector,Daylight,Clear,1,0,0,No Apparent Injury (O)
13008,Colorado,80259,2,3,1,Angle,0,0,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Other,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,75 MPH,Straight,Uphill,Wet,Interstate,Urban,Interstate,Daylight,Rain,1,0,1,Possible Injury (C)
13326,Colorado,80391,2,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,40 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,1,0,No Apparent Injury (O)
13559,Colorado,80494,1,4,2,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,60 MPH,Curve - Left,Downhill,Snow,Interstate,Urban,Interstate,Dark - Not Lighted,Snow,1,0,3,Suspected Serious Injury (A)
13560,Colorado,80494,1,4,2,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,60 MPH,Curve - Left,Downhill,Snow,Interstate,Urban,Interstate,Dark - Not Lighted,Snow,1,0,1,Possible Injury (C)
13563,Colorado,80494,3,4,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,60 MPH,Curve - Left,Downhill,Snow,Interstate,Urban,Interstate,Dark - Not Lighted,Snow,1,0,4,Fatal Injury (K)
13564,Colorado,80494,4,4,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,2,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,60 MPH,Curve - Left,Downhill,Snow,Interstate,Urban,Interstate,Dark - Not Lighted,Snow,1,0,0,No Apparent Injury (O)
13672,Colorado,80548,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,65 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Daylight,"Fog, Smog, Smoke",1,0,0,No Apparent Injury (O)
13736,Connecticut,90022,1,1,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,55 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Dawn,Clear,1,0,4,Fatal Injury (K)
13740,Connecticut,90026,1,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,1,Possible Injury (C)
13741,Connecticut,90026,2,2,1,Front-to-Rear,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,4,Fatal Injury (K)
13745,Connecticut,90030,1,1,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,No Damage,"Two-Way, Divided, Unprotected Median",Two lanes,25 MPH,Straight,Level,Dry,Local Street - Municipality,Urban,Major Collector,Daylight,Clear,1,0,0,No Apparent Injury (O)
13748,Connecticut,90032,1,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Three lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
13816,Connecticut,90068,1,1,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,4,Fatal Injury (K)
13818,Connecticut,90071,1,4,2,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,50 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Dawn,Clear,2,0,0,No Apparent Injury (O)
13819,Connecticut,90071,1,4,2,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,50 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Dawn,Clear,2,0,0,No Apparent Injury (O)
13820,Connecticut,90071,2,4,2,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,50 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Dawn,Clear,2,0,0,No Apparent Injury (O)
13821,Connecticut,90071,2,4,2,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,50 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Dawn,Clear,2,0,0,No Apparent Injury (O)
13823,Connecticut,90071,4,4,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,50 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Dawn,Clear,2,0,4,Fatal Injury (K)
13915,Connecticut,90118,1,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Log,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,45 MPH,Straight,Downhill,Dry,State Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,2,Suspected Minor Injury (B)
13917,Connecticut,90119,1,1,2,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,4,Fatal Injury (K)
13918,Connecticut,90119,1,1,2,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,1,Possible Injury (C)
13930,Connecticut,90126,1,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,35 MPH,Straight,Level,Dry,State Highway,Urban,Major Collector,Daylight,Clear,1,1,0,No Apparent Injury (O)
13958,Connecticut,90139,1,4,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Positive  Median Barrier",Four lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
14008,Connecticut,90163,2,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,40 MPH,Curve - Left,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,2,Suspected Minor Injury (B)
14031,Connecticut,90172,2,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Flatbed,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,45 MPH,Straight,Level,Dry,State Highway,Urban,Minor Arterial,Daylight,Clear,1,0,1,Possible Injury (C)
14189,Delaware,100020,1,2,3,Front-to-Rear,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),No Cargo Body Type,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Two lanes,65 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other Freeways and Expressways,Dark - Not Lighted,Cloudy,1,0,1,Possible Injury (C)
14190,Delaware,100020,1,2,3,Front-to-Rear,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),No Cargo Body Type,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Two lanes,65 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other Freeways and Expressways,Dark - Not Lighted,Cloudy,1,0,2,Suspected Minor Injury (B)
14191,Delaware,100020,1,2,3,Front-to-Rear,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),No Cargo Body Type,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Two lanes,65 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other Freeways and Expressways,Dark - Not Lighted,Cloudy,1,0,2,Suspected Minor Injury (B)
14196,Delaware,100022,3,3,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Grain/ Chips/ Gravel,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Four lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Rural,Local,Daylight,Clear,1,0,0,No Apparent Injury (O)
14267,Delaware,100055,1,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,35 MPH,Straight,Level,Wet,State Highway,Urban,Major Collector,Daylight,Rain,1,0,0,No Apparent Injury (O)
14273,Delaware,100059,1,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way, Divided, Unprotected Median",Three lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Rural,Minor Arterial,Dark - Not Lighted,Clear,1,1,1,Possible Injury (C)
14334,Delaware,100086,4,4,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Divided, Unprotected Median",Four lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,2,0,2,Suspected Minor Injury (B)
14396,Delaware,100113,1,2,1,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Four lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,4,Fatal Injury (K)
14406,Delaware,100115,2,3,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Six lanes,40 MPH,Straight,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Dark - Lighted,Clear,1,0,1,Possible Injury (C)
14496,Florida,120007,2,2,1,Sideswipe - Opposite Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,45 MPH,Straight,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Cloudy,1,0,0,No Apparent Injury (O)
14533,Florida,120024,1,1,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Dark - Not Lighted,Clear,1,0,4,Fatal Injury (K)
14544,Florida,120031,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Four lanes,60 MPH,Straight,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
14559,Florida,120041,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,60 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,1,Possible Injury (C)
14602,Florida,120061,2,2,1,Front-to-Rear,0,2,"26,001 lbs. or more",Truck Tractor/Double,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,70 MPH,Straight,Level,Dry,State Highway,Urban,Principal Arterial - Other Freeways and Expressways,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
14604,Florida,120063,1,2,1,Angle,0,0,"26,001 lbs. or more",Truck Tractor (Bobtail),No Cargo Body Type,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Major Collector,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
14666,Florida,120097,2,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Three lanes,65 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
14689,Florida,120103,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,60 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Clear,1,0,1,Possible Injury (C)
14706,Florida,120108,1,5,1,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,70 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Daylight,Clear,7,0,4,Fatal Injury (K)
14720,Florida,120108,4,5,1,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,70 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Daylight,Clear,7,0,4,Fatal Injury (K)
14773,Florida,120126,1,3,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Four lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
14774,Florida,120126,2,3,2,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Four lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,3,Suspected Serious Injury (A)
14775,Florida,120126,2,3,2,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Four lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,4,Fatal Injury (K)
14794,Florida,120136,1,2,3,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Other,1,No Rollover,Functional Damage,"Two-Way, Not Divided",Two lanes,25 MPH,Straight,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
14795,Florida,120136,1,2,3,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Other,1,No Rollover,Functional Damage,"Two-Way, Not Divided",Two lanes,25 MPH,Straight,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
14796,Florida,120136,1,2,3,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Other,1,No Rollover,Functional Damage,"Two-Way, Not Divided",Two lanes,25 MPH,Straight,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
14862,Florida,120161,1,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Three lanes,65 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Cloudy,1,0,0,No Apparent Injury (O)
14943,Florida,120199,1,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Dump,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,60 MPH,Straight,Uphill,Wet,State Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Clear,1,0,2,Suspected Minor Injury (B)
14944,Florida,120199,2,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,60 MPH,Straight,Uphill,Wet,State Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Clear,1,0,4,Fatal Injury (K)
